,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Payment System Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Month/Year,A. Settlement Systems,,,,,,,,,,,,,,B. Payment Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Other Payment Channels,,,,,,,,,,,,B. ATMs,,,,,,,,,,,,,,,,,,Payment System Infrastructures,,,,,,,,,,,,,,,,,,,,,,,,,
,,Financial Market Infrastructures (FMIs),,,,,,,,,,,,,,I Financial Market Infrastructures (FMIs),,,,,,II Retail,,,,,,,,,,,,,,,,,,,,,,3.2 ECS Dr ,,II Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2 Others ,,II Retail,,,,,,  ,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1   CCIL Operated Systems (1.1 to 1.3),,1.1 Govt. Securities Clearing (1.1.1 to 1.1.3),,1.1.1 Outright,,1.1.2 Repo,,1.1.3 Tri-party Repo,,1.2 Forex Clearing,,1.3 Rupee Derivatives @,,1 Credit Transfers - RTGS (1.1 to 1.2),,1.1 Customer Transactions,,1.2 Interbank Transactions,,2 Credit Transfers - Retail (2.1 to 2.7),,2.1 AePS (Fund Transfers) @,,2.2 APBS $,,2.3 ECS Cr,,2.4 IMPS,,2.5 NACH Cr $,,2.6 NEFT,,2.7 UPI @,,2.7.1 of which USSD @,,3 Debit Transfers and Direct Debits (3.1 to 3.4),,3.1 BHIM Aadhaar Pay @,,3.2 ECS Dr ,,3.3 NACH Dr $,,3.4 NETC (linked to bank account) @,,4 Card Payments (4.1 to 4.2),,4.1 Credit Cards (4.1.1 to 4.1.2),,4.1.1 PoS based $,,4.1.2 Others $,,4.2 Debit Cards (4.2.1 to 4.2.1 ),,4.2.1 PoS based $,,4.2.2 Others $,,5 Prepaid Payment Instruments (5.1 to 5.2),,5.1 Wallets,,5.2 Cards (5.2.1 to 5.2.2),,5.2.1 PoS based $,,5.2.2 Others $,,6 Paper-based Instruments (6.1 to 6.2),,6.1 CTS (NPCI Managed),,6.2 Others ,,Total - Retail Payments (2+3+4+5+6),,Total Payments (1+2+3+4+5+6),,Total Digital Payments (1+2+3+4+5),,1 Mobile Payments (mobile app based) (1.1 to 1.2),,1.1 Intra-bank $,,1.2 Inter-bank $,,2 Internet Payments (Netbanking / Internet Browser Based) @ (2.1 to 2.2),,2.1 Intra-bank @,,2.2 Inter-bank @,,3 Cash Withdrawal at ATMs $ (3.1 to 3.3),,3.1 Using Credit Cards $,,3.2 Using Debit Cards $,,3.3 Using Pre-paid Cards $,,4 Cash Withdrawal at PoS $ (4.1 to 4.2),,4.1 Using Debit Cards $,,4.2 Using Pre-paid Cards $,,5   Cash Withrawal at Micro ATMs @,,5.1 AePS @,,1 Number of Cards (1.1 to 1.2),,1.1 Credit Cards,,1.2 Debit Cards,,2 Number of PPIs @ (2.1 to 2.2),,2.1 Wallets @,,2.2 Cards @,,3 Number of ATMs (3.1 to 3.2),,3.1 Bank owned ATMs $,,3.2 White Label ATMs $,,4   Number of Micro ATMs @,,5   Number of PoS Terminals ,,6   Bharat QR @,,7 UPI QR *,
,,Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores )
,Jun-2026,5.60,"35,295,220",2.03,"19,743,616",1.31,"1,726,964",0.46,"7,575,558",0.26,"10,441,094",3.39,"14,283,593",0.18,"1,268,011",319.29,"22,984,140",318.14,"21,210,783",1.15,"1,773,357",243626.31,"8,255,460",0.23,13,3151.62,"62,653",0.00,0,3539.18,"676,543",1192.32,"170,436",8582.30,"4,453,677",227160.66,"2,892,139",1.28,13,2094.13,"260,337",32.30,"1,079",0.00,0,1912.95,"259,076",148.88,182,6783.52,"236,660",5812.59,"201,362",2855.64,"74,262",2956.95,"127,100",970.93,"35,299",712.56,"21,692",258.37,"13,607",8887.79,"27,495",6984.10,"20,970",1903.69,"6,525",794.48,"1,343",1109.21,"5,182",425.55,"607,843",425.55,"607,843",0.00,0,261817.30,"9,387,796",262136.59,"32,371,936",261711.04,"31,764,092",195230.02,"3,913,727",10719.64,"723,073",184510.38,"3,190,654",3182.59,"13,165,541",651.68,"6,035,123",2530.91,"7,130,418",4007.78,"217,595",6.30,357,3984.29,"216,359",17.19,880,0.10,2,0.07,1,0.03,0,928.19,"24,411",928.19,"24,411",11534.57,-,1215.91,-,10318.66,-,22460.84,-,17803.44,-,4657.40,-,2.52,-,2.16,-,0.36,-,13.37,-,99.22,-,52.66,-,7925.74,-
,May-2026,4.87,"32,125,386",1.71,"18,071,700",1.03,"1,254,908",0.43,"6,790,220",0.25,"10,026,571",2.96,"12,462,096",0.21,"1,591,591",315.38,"18,618,676",314.27,"17,246,274",1.11,"1,372,402",246885.68,"8,135,516",0.24,14,2048.40,"62,137",0.00,0,3580.97,"695,701",740.50,"154,628",8496.29,"4,232,611",232019.28,"2,990,424",1.28,13,2087.74,"247,007",27.29,968,0.00,0,1897.25,"245,849",163.20,190,6953.63,"238,163",5955.02,"202,742",2903.64,"76,095",3051.38,"126,647",998.62,"35,420",737.79,"22,187",260.83,"13,233",9022.57,"29,443",7132.74,"22,677",1889.82,"6,766",781.94,"1,408",1107.88,"5,358",419.39,"596,835",419.39,"596,835",0.00,0,265369.01,"9,246,964",265684.39,"27,865,640",265265.00,"27,268,805",199200.46,"3,950,902",10985.43,"704,120",188215.03,"3,246,782",3095.94,"11,236,640",629.92,"5,181,064",2466.02,"6,055,576",4176.39,"231,340",6.42,366,4152.55,"230,088",17.43,885,0.11,2,0.08,1,0.03,0,844.66,"23,729",844.66,"23,729",11483.62,-,1204.54,0,10279.08,0,22221.66,-,17596.04,0,4625.61,0,2.54,-,2.17,0,0.37,0,13.58,0,115.25,0,56.05,0,7797.65,0
,Apr-2026,4.65,"32,290,516",1.67,"16,817,588",0.99,"1,351,982",0.46,"6,706,602",0.22,"8,759,004",2.81,"14,216,020",0.16,"1,256,908",315.56,"19,248,590",314.47,"17,613,014",1.09,"1,635,576",238826.91,"8,240,533",0.27,17,2372.04,"44,625",-,-,3624.87,"700,909",1031.28,"167,523",8330.47,"4,424,471",223467.97,"2,902,988",1.15,12,2031.08,"241,715",21.26,850,-,-,1883.26,"240,687",126.56,178,6570.42,"234,177",5595.27,"197,274",2755.56,"73,835",2839.71,"123,439",975.14,"36,903",718.05,"24,269",257.09,"12,633",8573.06,"28,125",6768.34,"22,201",1804.72,"5,924",809.55,"1,244",995.17,"4,680",454.32,"693,190",454.32,"693,190",0.00,0,256455.78,"9,437,739",256771.34,"28,686,328",256317.02,"27,993,139",206898.70,"4,189,507",10611.15,"711,134",196287.56,"3,478,373",3411.08,"13,631,120",760.41,"7,034,310",2650.67,"6,596,810",4126.95,"231,125",6.40,365,4103.23,"229,849",17.32,911,0.11,2,0.08,2,0.03,0,903.83,"26,214",903.83,"26,214",11431.30,-,1194.59,0,10236.70,-,23185.47,-,18390.92,-,4794.55,0,2.54,-,2.16,-,0.38,-,13.68,-,114.47,-,56.17,-,7708.29,-
,Mar-2026,4.44,"30,819,254",1.51,"16,548,550",0.84,"1,200,663",0.46,"6,833,924",0.22,"8,513,963",2.76,"13,006,222",0.17,"1,264,482",367.45,"23,758,759",366.26,"22,131,384",1.20,"1,627,375",244356.27,"9,619,673",0.27,16,3335.83,"83,656",-,-,3656.79,"740,176",1561.87,"181,678",9390.43,"5,661,604",226411.08,"2,952,542",1.23,13,2075.65,"257,724",20.99,800,-,-,1927.45,"256,744",127.21,180,6787.94,"257,443",5774.77,"219,495",2840.35,"78,470",2934.41,"141,024",1013.17,"37,948",749.32,"24,346",263.85,"13,602",8749.63,"28,563",6959.28,"22,448",1790.35,"6,114",795.76,"1,343",994.59,"4,771",491.89,"691,723",491.89,"691,723",0.00,0,262461.38,"10,855,126",262828.83,"34,613,885",262336.94,"33,922,162",208803.96,"4,386,940",10802.29,"764,233",198001.67,"3,622,707",3869.61,"16,819,300",888.88,"8,836,592",2980.72,"7,982,708",4465.04,"249,762",7.08,408,4439.99,"248,419",17.97,935,0.14,2,0.10,2,0.04,0,1075.37,"30,529",1075.37,"30,529",11632.02,-,1186.34,-,10445.69,-,22992.54,-,18253.42,-,4739.13,-,2.54,-,2.16,-,0.38,-,13.90,-,117.69,-,56.33,-,7612.17,-
,Feb-2026,4.37,"29,363,078",1.62,"17,227,564",0.94,"1,339,433",0.46,"6,696,115",0.22,"9,192,017",2.62,"11,010,746",0.13,"1,124,767",305.85,"18,859,418",304.72,"17,509,377",1.14,"1,350,041",219247.40,"7,793,908",0.23,14,2119.52,"51,081",-,0,3360.96,"642,474",1702.37,"164,970",8122.47,"4,251,141",203941.84,"2,684,229",2.32,25,1989.09,"235,001",16.45,636,-,-,1849.39,"234,191",123.25,174,5855.08,"210,427",4937.96,"177,292",2434.00,"67,435",2503.95,"109,857",917.12,"33,135",689.77,"21,862",227.36,"11,273",8359.24,"25,969",6652.06,"19,829",1707.18,"6,140",793.50,"1,427",913.68,"4,713",430.51,"579,783",430.51,"579,783",0.00,0,235881.31,"8,845,088",236187.16,"27,704,507",235756.65,"27,124,723",186834.81,"3,914,512",9717.48,"685,836",177117.33,"3,228,676",3521.30,"13,824,038",804.89,"7,438,766",2716.41,"6,385,272",4168.36,"231,465",6.35,364,4145.12,"230,242",16.89,859,0.14,2,0.11,2,0.03,0,867.37,"24,595",867.37,"24,595",11594.71,-,1177.05,-,10417.67,-,22672.93,-,17930.53,-,4742.40,-,2.53,-,2.15,-,0.38,-,13.90,-,116.65,-,58.97,-,7542.04,-
,Jan-2026,4.35,"32,155,354",1.61,"18,709,470",0.90,"1,235,356",0.46,"7,775,968",0.25,"9,698,147",2.64,"12,450,917",0.10,"994,967",316.99,"19,176,704",315.76,"17,580,604",1.23,"1,596,100",233364.66,"8,078,680",0.24,14,2616.49,"81,195",-,-,3740.33,"672,989",1248.95,"161,580",8724.20,"4,329,421",217034.45,"2,833,481",1.14,12,2016.80,"240,345",17.87,648,-,-,1865.64,"239,514",133.29,184,6415.41,"237,042",5397.11,"199,085",2674.95,"75,988",2722.16,"123,097",1018.29,"37,957",773.20,"25,513",245.10,"12,444",9537.91,"27,626",7716.41,"20,985",1821.50,"6,641",827.76,"1,582",993.74,"5,059",458.71,"601,415",458.71,"601,415",0.00,0,251793.49,"9,185,108",252110.48,"28,361,812",251651.77,"27,760,397",199030.19,"4,120,743",10652.94,"709,083",188377.24,"3,411,659",3722.95,"13,897,998",844.98,"7,378,948",2877.97,"6,519,051",4437.06,"240,472",6.97,394,4412.00,"239,172",18.09,906,0.15,2,0.12,2,0.02,0,956.67,"24,737",956.67,"24,737",11544.09,-,1166.52,-,10377.57,-,22053.38,-,17268.45,-,4784.92,-,2.52,-,2.14,-,0.38,-,13.92,-,115.45,-,58.44,-,7383.80,"7,574"
,Dec-2025,5.07,"34,813,891",1.71,"20,459,216",0.94,"1,358,772",0.51,"9,176,297",0.26,"9,924,147",3.27,"13,484,010",0.10,"870,666",317.67,"21,969,481",316.41,"19,992,108",1.26,"1,977,373",232522.27,"8,086,110",0.21,12,2357.78,"81,224",0.00,0,3799.33,"662,452",1240.69,"168,800",8777.58,"4,376,909",216346.68,"2,796,713",0.52,5,2012.39,"242,667",17.39,600,0.00,0,1858.15,"241,878",136.85,189,6447.58,"241,961",5398.34,"204,687",2726.32,"78,476",2672.02,"126,210",1049.24,"37,274",794.35,"24,599",254.89,"12,675",9755.15,"27,044",8094.62,"20,834",1660.53,"6,210",694.23,"1,391",966.30,"4,819",476.39,"620,352",476.39,"620,352",0.00,0,251213.79,"9,218,135",251531.46,"31,187,617",251055.07,"30,567,264",198740.92,"4,029,352",10679.51,"694,233",188061.41,"3,335,119",3757.66,"15,193,135",875.29,"8,063,055",2882.36,"7,130,080",4469.09,"240,222",6.96,393,4444.02,"238,925",18.11,904,0.14,2,0.12,2,0.02,0,926.03,"24,083",926.03,"24,083",11501.38,-,1157.92,0,10343.46,0,20873.16,-,16170.73,0,4702.43,0,2.50,-,2.13,0,0.37,0,14.15,0,114.75,0,58.90,0,7313.65,"7,504"
,Nov-2025,4.08,"28,209,256",1.53,"17,161,813",0.88,"1,226,375",0.44,"7,838,569",0.21,"8,096,869",2.46,"10,100,567",0.08,"946,876",284.89,"16,881,605",283.75,"15,505,696",1.14,"1,375,908",221600.52,"7,313,610",0.26,11,3375.31,"69,483",-,-,3689.31,"615,177",1690.81,"163,208",8175.04,"3,834,099",204669.79,"2,631,633",0.56,7,1987.04,"226,304",19.28,609,-,-,1835.73,"225,517",132.03,178,6041.95,"222,942",5029.84,"188,799",2538.40,"75,640",2491.45,"113,159",1012.11,"34,143",763.31,"22,754",248.80,"11,389",8973.35,"24,639",7347.33,"19,265",1626.02,"5,374",682.35,"1,365",943.66,"4,010",448.60,"570,251",448.60,"570,251",0.00,0,239051.46,"8,357,746",239336.34,"25,239,350",238887.74,"24,669,100",187787.15,"3,769,403",10306.94,"637,681",177480.21,"3,131,722",3527.10,"11,864,143",809.63,"6,241,771",2717.48,"5,622,372",4404.78,"235,313",6.72,378,4380.23,"234,055",17.83,880,0.14,2,0.12,2,0.02,0,1048.96,"27,358",1048.96,"27,358",11467.05,-,1150.02,-,10317.03,-,19107.13,-,14410.18,-,4696.95,-,2.51,-,2.13,-,0.37,-,14.27,-,112.53,-,59.53,-,7282.00,"7,471"
,Oct-2025,4.25,"30,434,601",1.63,"18,365,111",0.95,"1,439,939",0.46,"8,365,990",0.23,"8,559,182",2.51,"11,161,871",0.11,"907,620",296.76,"18,732,702",295.56,"17,108,666",1.20,"1,624,036",224318.23,"7,851,867",0.27,12,2745.64,"43,353",-,-,4035.88,"641,964",1736.26,"165,141",8790.97,"4,273,608",207009.21,"2,727,791",1.14,13,1964.66,"223,881",20.58,661,-,-,1812.26,"223,048",131.82,172,6279.14,"256,373",5182.90,"214,230",2609.42,"88,357",2573.48,"125,873",1096.25,"42,143",828.79,"29,104",267.46,"13,039",8939.26,"24,227",7281.56,"18,515",1657.70,"5,712",649.16,"1,274",1008.54,"4,437",452.12,"574,554",452.12,"574,554",0.00,0,241953.42,"8,930,903",242250.18,"27,663,605",241798.06,"27,089,051",190010.12,"3,908,175",10880.39,"685,229",179129.73,"3,222,946",3803.42,"13,199,799",872.08,"6,840,494",2931.34,"6,359,305",4661.98,"251,643",7.12,404,4636.34,"250,321",18.53,917,0.15,2,0.13,2,0.02,0,1084.34,"29,379",1084.34,"29,379",11412.84,-,1141.34,-,10271.50,-,17710.95,-,12993.66,-,4717.28,-,2.50,-,2.13,-,0.37,-,14.65,-,123.08,-,60.48,-,7174.34,"7,375"
,Sep-2025,4.95,"30,270,023",1.75,"18,003,263",1.04,"1,499,643",0.48,"7,926,471",0.23,"8,577,149",3.11,"11,417,001",0.09,"849,759",280.83,"19,836,942",279.64,"18,220,475",1.19,"1,616,467",213074.92,"7,543,380",0.26,12,2542.90,"41,746",-,-,3943.79,"596,847",1850.43,"149,729",8403.21,"4,265,310",196334.33,"2,489,737",0.94,10,1926.97,"222,919",18.90,591,-,-,1786.47,"222,164",121.60,164,5999.80,"253,483",4952.41,"216,707",2416.15,"72,544",2536.26,"144,163",1047.39,"36,776",777.56,"22,773",269.83,"14,003",8551.51,"22,637",6871.58,"17,183",1679.93,"5,454",688.72,"1,092",991.22,"4,362",464.86,"570,467",464.86,"570,467",0.00,0,230018.06,"8,612,885",230298.89,"28,449,827",229834.03,"27,879,360",181008.61,"3,618,114",10469.49,"633,733",170539.12,"2,984,381",3755.37,"13,654,298",853.80,"7,091,903",2901.57,"6,562,395",4395.48,"230,952",6.69,369,4370.90,"229,713",17.89,870,0.12,2,0.10,1,0.02,0,1034.96,"26,356",1034.96,"26,356",11383.16,-,1135.07,-,10248.09,-,16180.40,-,11478.95,-,4701.45,-,2.49,-,2.12,-,0.37,-,14.60,-,121.16,-,60.71,-,7089.75,"7,289"
,Aug-2025,4.28,"28,151,946",1.50,"16,614,170",0.81,"1,240,951",0.47,"7,489,700",0.22,"7,883,520",2.69,"10,788,097",0.10,"749,679",259.68,"16,371,216",258.52,"14,993,007",1.16,"1,378,209",218816.17,"7,102,303",0.31,16,3817.08,"66,150",-,-,4772.62,"597,549",1854.46,"167,856",8288.60,"3,785,260",200083.10,"2,485,473",0.69,7,1929.02,"214,928",25.38,718,-,-,1764.13,"214,031",139.51,178,6056.57,"228,576",4935.77,"191,170",2501.63,"72,753",2434.15,"118,417",1120.80,"37,406",843.59,"24,663",277.21,"12,743",7966.16,"22,253",6246.19,"17,169",1719.97,"5,083",669.51,"1,030",1050.45,"4,054",446.03,"540,025",446.03,"540,025",0.00,0,235213.95,"8,108,084",235473.63,"24,479,300",235027.60,"23,939,275",184421.97,"3,539,156",10513.94,"605,043",173908.03,"2,934,113",3638.12,"11,554,723",798.11,"6,020,479",2840.01,"5,534,243",4625.94,"240,098",6.71,366,4601.37,"238,883",17.86,849,0.13,1,0.10,1,0.02,0,1245.48,"31,157",1245.48,"31,157",11305.38,-,1124.96,-,10180.42,-,14584.13,-,9692.18,-,4891.95,-,2.49,-,2.12,-,0.36,-,14.71,-,119.65,-,65.73,-,6977.47,"7,180"
,Jul-2025,5.21,"32,781,616",1.63,"19,293,299",0.84,"1,274,228",0.55,"8,664,018",0.24,"9,355,053",3.48,"12,739,681",0.10,"748,636",277.67,"18,863,902",276.46,"16,624,624",1.21,"2,239,279",212335.07,"7,319,321",0.31,16,2705.04,"42,355",-,-,4821.90,"631,411",1628.20,"143,081",8500.14,"3,993,960",194679.48,"2,508,498",1.59,31,1912.72,"217,899",19.95,619,-,-,1753.66,"217,102",139.11,179,5982.42,"231,987",4861.81,"193,849",2432.75,"70,380",2429.06,"123,469",1120.61,"38,138",832.19,"23,921",288.42,"14,216",7124.06,"20,758",5431.45,"16,915",1692.61,"3,842",660.66,908,1031.95,"2,935",494.59,"607,504",494.59,"607,504",0.00,0,227848.86,"8,397,469",228126.54,"27,261,371",227631.95,"26,653,867",180367.99,"3,658,441",10205.69,"634,811",170162.30,"3,023,629",3987.57,"12,803,198",935.66,"6,734,105",3051.90,"6,069,093",4472.41,"232,955",6.63,362,4447.66,"231,722",18.13,871,0.13,1,0.11,1,0.02,0,996.95,"25,574",996.95,"25,574",11245.35,-,1118.08,-,10127.27,-,13746.53,-,8870.16,-,4876.37,-,2.49,-,2.13,-,0.36,-,14.67,-,119.13,-,66.41,-,6880.31,"7,083"
,Jun-2025,5.30,"30,959,727",1.77,"17,946,468",1.05,"1,611,829",0.51,"7,894,091",0.21,"8,440,549",3.39,"11,968,143",0.14,"1,045,117",254.88,"19,012,360",253.73,"16,983,278",1.15,"2,029,082",200519.84,"6,957,478",0.30,16,2841.94,"48,247",-,-,4481.05,"606,356",1325.97,"134,188",7920.52,"3,764,742",183950.06,"2,403,931",1.18,21,1891.36,"210,754",18.27,615,-,-,1728.39,"209,956",144.70,183,5672.82,"218,552",4587.10,"183,088",2338.70,"67,468",2248.41,"115,620",1085.72,"35,463",812.90,"23,079",272.82,"12,384",6868.39,"20,740",5338.82,"17,308",1529.57,"3,432",595.05,888,934.51,"2,544",447.43,"550,176",447.43,"550,176",0.00,0,215399.84,"7,957,700",215654.72,"26,970,060",215207.29,"26,419,884",170640.06,"3,467,471",9560.56,"611,425",161079.50,"2,856,046",3635.82,"12,824,960",839.90,"6,918,867",2795.92,"5,906,093",4382.08,"229,907",6.28,345,4358.58,"228,735",17.22,827,0.14,1,0.11,1,0.02,0,944.62,"25,646",944.62,"25,646",11161.50,-,1109.69,-,10051.80,-,13520.65,-,8681.92,-,4838.73,-,2.51,-,2.15,-,0.36,-,14.59,-,117.83,-,66.99,-,6781.61,"6,984"
,May-2025,5.48,"29,656,042",1.94,"17,500,816",1.28,"1,875,057",0.45,"7,645,792",0.21,"7,979,967",3.44,"11,363,617",0.10,"791,608",274.71,"17,013,770",273.46,"15,219,873",1.25,"1,793,897",203656.72,"7,146,649",0.31,17,2786.17,"50,985",-,-,4636.60,"640,867",1243.57,"147,380",8215.47,"3,793,103",186774.60,"2,514,297",1.79,33,1895.74,"206,368",19.51,641,-,-,1723.65,"205,535",152.58,192,5827.40,"226,810",4676.93,"189,832",2359.14,"69,607",2317.79,"120,224",1150.47,"36,978",861.57,"24,735",288.90,"12,243",7106.39,"20,722",5474.25,"16,668",1632.13,"4,053",650.54,981,981.59,"3,072",481.93,"596,239",481.93,"596,239",0.00,0,218968.18,"8,196,787",219242.89,"25,210,557",218760.96,"24,614,318",173238.86,"3,641,732",9743.76,"638,768",163495.10,"3,002,964",3668.66,"11,661,241",851.54,"6,068,349",2817.12,"5,592,892",4604.61,"246,201",6.70,370,4579.88,"244,945",18.03,886,0.15,2,0.13,1,0.03,0,1017.25,"27,668",1017.25,"27,668",11114.19,-,1110.50,-,10003.70,-,13518.33,-,8696.94,-,4821.38,-,2.57,-,2.21,-,0.36,-,14.78,-,115.81,-,66.42,-,6697.30,"6,897"
,Apr-2025,5.07,"29,399,814",1.89,"16,657,576",1.30,"2,017,823",0.38,"7,078,422",0.20,"7,561,331",3.07,"11,992,139",0.11,"750,099",262.41,"16,895,789",261.16,"15,060,026",1.24,"1,835,763",194925.94,"7,126,205",0.30,16,2610.51,"57,566",-,-,4492.53,"621,666",1200.84,"154,683",7687.52,"3,897,348",178934.24,"2,394,926",1.22,13,1869.90,"198,565",17.39,601,-,-,1709.27,"197,780",143.24,184,5673.64,"222,351",4502.70,"184,237",2281.41,"67,899",2221.29,"116,338",1170.93,"38,113",875.30,"26,187",295.63,"11,926",6768.43,"21,254",5157.38,"15,896",1611.04,"5,358",649.25,"1,093",961.79,"4,265",494.77,"645,079",494.77,"645,079",0.00,0,209732.67,"8,213,454",209995.08,"25,109,243",209500.31,"24,464,164",165826.22,"3,504,510",9304.80,"617,807",156521.42,"2,886,703",3653.49,"11,633,517",838.00,"6,048,107",2815.49,"5,585,409",4602.65,"244,747",6.86,373,4578.06,"243,494",17.73,881,0.17,2,0.15,1,0.02,0,928.36,"25,662",928.36,"25,662",11064.21,-,1104.37,-,9959.84,-,13449.86,-,8724.36,-,4725.51,-,2.55,-,2.19,-,0.36,-,14.74,-,112.83,-,66.64,-,6623.85,"6,821"
,Mar-2025,4.36,"27,936,158",1.33,"15,356,048",0.76,"1,297,378",0.36,"6,589,738",0.21,"7,468,932",2.94,"11,758,724",0.09,"821,387",307.03,"21,401,969",305.71,"19,394,683",1.32,"2,007,287",202008.61,"8,242,601",0.31,16,3506.60,"66,841",-,-,4616.39,"667,813",1861.26,"176,401",9008.97,"4,854,308",183015.08,"2,477,222",1.26,14,1891.35,"211,047",19.59,611,-,-,1724.79,"210,246",146.97,191,5789.52,"240,549",4586.50,"201,494",2302.66,"71,473",2283.84,"130,021",1203.02,"39,055",895.82,"25,818",307.20,"13,237",6783.69,"21,465",5061.17,"16,077",1722.52,"5,388",648.24,"1,016",1074.28,"4,372",531.76,"659,873",531.76,"659,873",0.00,0,217004.93,"9,375,535",217311.96,"30,777,505",216780.20,"30,117,631",171174.23,"3,769,671",9863.76,"670,272",161310.47,"3,099,400",4096.24,"13,992,340",1009.09,"7,319,249",3087.15,"6,673,091",4983.78,"263,892",7.43,410,4957.22,"262,540",19.13,942,0.22,2,0.19,2,0.03,0,1102.31,"29,561",1102.31,"29,561",11006.97,-,1098.85,-,9908.12,-,13401.46,-,8678.44,-,4723.02,-,2.56,-,2.20,-,0.36,-,14.82,-,110.98,-,67.18,-,6579.30,"6,775"
